,Sala,Presidente,Ministros,Integrantes,Fecha2,Ministros2,Abogados,Integrante1,Integrante2,Integrante3,Integrante4,Causa1,Causa2,Causa3,Causa4
941,PRIMERA,  SILVA,  MAGGI  PRADO   ,MAGGI PRADO  PEÑAILILLO MUNITA ,2018-08-28 00:00:00,,  PEÑAILILLO  MUNITA ,MAGGI,PRADO,,PEÑAILILLO,comisión,permiso,,
948,PRIMERA,  CARREÑO,  SILVA SEEÑORAS MAGGI EGNEM   ,SILVA SEEÑORAS MAGGI EGNEM PEÑAILILLO,2018-08-29 00:00:00,,   PEÑAILILLO,SILVA,SEEÑORAS,MAGGI,EGNEM,subroga,,,
955,PRIMERA,  CARREÑO,  SILVA  EGNEM  FUENTES,SILVA EGNEM FUENTES GOMEZ,2018-08-30 00:00:00,FUENTES,   GOMEZ,SILVA,EGNEM,FUENTES,GOMEZ,comisión,,,
968,PRIMERA,  CARREÑO,  MAGGI EGNEM  FUENTES   ,MAGGI EGNEM FUENTES MUNITA,2018-08-09 00:00:00,,   MUNITA,MAGGI,EGNEM,FUENTES,MUNITA,feriado,,,
979,PRIMERA,  CARREÑO,  MAGGI EGNEM   ,MAGGI EGNEM  ABUAUAD DE LA MAZA ,2018-08-08 00:00:00,,  ABUAUAD  DE LA MAZA ,MAGGI,EGNEM,,ABUAUAD,feriado,subroga,,
985,PRIMERA,  CARREÑO,  MAGGI EGNEM   ,MAGGI EGNEM  ETCHEBERR ABUAUAD ,2018-08-07 00:00:00,,  ETCHEBERR    ABUAUAD ,MAGGI,EGNEM,,ETCHEBERR,feriado,subroga,,
994,PRIMERA,  CARRENO,  MAGGI EGNEM   ,MAGGI EGNEM  PALLA VICINI SEORA GAJARDO ,2018-08-06 00:00:00,,  PALLA VICINI  SEORA GAJARDO ,MAGGI,EGNEM,,PALLA,feriado,subroga,,
1016,PRIMERA,  CARREÑO,  EGNEM  FUENTES   ,EGNEM FUENTES  ETCHEBERRY MUNITA ,2018-08-02 00:00:00,,  ETCHEBERRY   MUNITA ,EGNEM,FUENTES,,ETCHEBERRY,comisión,feriado,,
1026,PRIMERA,  CARREÑO,  MAGGI EGNEM  FUENTES   ,MAGGI EGNEM FUENTES PEÑAILILLO,2018-08-01 00:00:00,,   PEÑAILILLO,MAGGI,EGNEM,FUENTES,PEÑAILILLO,feriado,,,
1029,PRIMERA,  CARREÑO,  SILVA  MAGGI SEOR FUENTES ,SILVA MAGGI SEOR FUENTES PEÑAILILLO,2018-09-10 00:00:00,,   PEÑAILILLO,SILVA,MAGGI,SEOR,FUENTES,feriado,,,
1031,PRIMERA,  CARREÑO,  SILVA SEEÑORA MAGGI  FUENTES ,SILVA SEEÑORA MAGGI FUENTES PEÑAILILLO,2018-09-11 00:00:00,,   PEÑAILILLO,SILVA,SEEÑORA,MAGGI,FUENTES,feriado,,,
1035,PRIMERA,  CARREÑO,  SILVA  MAGGI  FUENTES ,SILVA MAGGI FUENTES MUNITA,2018-09-12 00:00:00,,   MUNITA,SILVA,MAGGI,FUENTES,MUNITA,feriado,,,
1040,PRIMERA,  CARREÑO,  SILVA FUENTES   ,SILVA FUENTES  GOMEZ BARRA ,2018-09-13 00:00:00,,  GOMEZ  BARRA ,SILVA,FUENTES,,GOMEZ,permiso,feriado,,
1048,PRIMERA,  SILVA,  MAGGI EGNEM   ,MAGGI EGNEM  MUNITA ABUAUAD ,2018-09-20 00:00:00,,  MUNITA  ABUAUAD ,MAGGI,EGNEM,,MUNITA,permiso,,,
1055,PRIMERA,  CARREÑO,  SILVA SEEÑORA EGNEM  FUENTES ,SILVA SEEÑORA EGNEM FUENTES GOMEZ,2018-09-24 00:00:00,,   GOMEZ,SILVA,SEEÑORA,EGNEM,FUENTES,comisión,,,
1059,PRIMERA,  CARREÑO,  SILVA  EGNEM  FUENTES ,SILVA EGNEM FUENTES ABUAUAD,2018-09-25 00:00:00,,   ABUAUAD,SILVA,EGNEM,FUENTES,ABUAUAD,comisión,,,
1066,PRIMERA,  CARREÑO,  SILVA SEEÑORA EGNEM  FUENTES ,SILVA SEEÑORA EGNEM FUENTES GOMEZ,2018-09-26 00:00:00,,   GOMEZ,SILVA,SEEÑORA,EGNEM,FUENTES,comisión,,,
1073,PRIMERA,  CARREÑO,  SILVA FUENTES   ,SILVA FUENTES  MUNITA GÓMEZ ,2018-09-27 00:00:00,,  MUNITA  GÓMEZ ,SILVA,FUENTES,,MUNITA,comisión,permiso,,
1089,PRIMERA,  CARREÑO,  SILVA  MAGGI EGNEM  LA ,SILVA MAGGI EGNEM LA  TCHEBERRY,2018-09-06 00:00:00,,    TCHEBERRY,SILVA,MAGGI,EGNEM,LA,subroga,,,
1099,PRIMERA,  CARREÑO,  MAGGI EGNEM  FUENTES  ,MAGGI EGNEM FUENTES  MUNITA,2018-09-05 00:00:00,,   MUNITA,MAGGI,EGNEM,FUENTES,,permiso,,,
1108,PRIMERA,  CARREÑO,  SILVA AS MAGGI EGNEM  ,SILVA AS MAGGI EGNEM ,2018-09-04 00:00:00,, ,SILVA,AS,MAGGI,EGNEM,subroga,,,
1118,PRIMERA,  CARREÑO,  SILVA  MAGGI EGNEM  ,SILVA MAGGI EGNEM ,2018-09-03 00:00:00,, ,SILVA,MAGGI,EGNEM,,,,,
1121,PRIMERA,  CARREÑO,  MAGGI EGNEM  FUENTES  LA ,MAGGI EGNEM FUENTES LA ETCHEBERRY,2018-10-10 00:00:00,,   ETCHEBERRY,MAGGI,EGNEM,FUENTES,LA,comisión,,,
1122,PRIMERA,  CARREÑO,  SILVA  EGNEM   ,SILVA EGNEM  MUNITA GAJARDO ,2018-10-11 00:00:00,,  MUNITA   GAJARDO ,SILVA,EGNEM,,MUNITA,comisión,subroga,,
1126,PRIMERA,  CARREÑO,  SILVA  MAGGI EGNEM   ,SILVA MAGGI EGNEM PEÑATLILLO,2018-10-16 00:00:00,,   PEÑATLILLO,SILVA,MAGGI,EGNEM,PEÑATLILLO,subroga,,,
1131,PRIMERA,  CARREÑO,  SILVA  MAGGI EGNEM   ,SILVA MAGGI EGNEM MUNITA,2018-10-18 00:00:00,,   MUNITA,SILVA,MAGGI,EGNEM,MUNITA,subroga,,,
1135,PRIMERA,  CARRENO,  SILVA  MAGGI EGNEM   ,SILVA MAGGI EGNEM ,2018-10-22 00:00:00,, ,SILVA,MAGGI,EGNEM,,,,,
1138,PRIMERA,  CARREÑO,  SILVA  MAGGI EGNEM   ,SILVA MAGGI EGNEM ,2018-10-23 00:00:00,, ,SILVA,MAGGI,EGNEM,,,,,
1144,PRIMERA,  SILVA,  MAGGI EGNEM SEOR FUENTES   ,MAGGI EGNEM SEOR FUENTES GOMEZ,2018-10-24 00:00:00,,   GOMEZ,MAGGI,EGNEM,SEOR,FUENTES,permiso,,,
1147,PRIMERA,  CARREÑO,  SILVA  MAGGI EGNEM  SEEÑOR ,SILVA MAGGI EGNEM SEEÑOR ,2018-10-25 00:00:00,, ,SILVA,MAGGI,EGNEM,SEEÑOR,,,,
1155,PRIMERA,  SILVA,  MAGGI EGNEM  FUENTES   ,MAGGI EGNEM FUENTES ABUAUAD,2018-10-29 00:00:00,,   ABUAUAD,MAGGI,EGNEM,FUENTES,ABUAUAD,comisión,,,
1163,PRIMERA,  SILVA,  MAGGI  FUENTES   ,MAGGI FUENTES  ETCHEBERRY MUNITA ,2018-10-30 00:00:00,,  ETCHEBERRY   MUNITA ,MAGGI,FUENTES,,ETCHEBERRY,comisión,permiso,,
1174,PRIMERA,  SILVA,  MAGGI EGNEM   ,MAGGI EGNEM  GOMEZ BARRA ,2018-10-31 00:00:00,,  GOMEZ  BARRA ,MAGGI,EGNEM,,GOMEZ,permiso,subroga,,
1183,PRIMERA,  CARREÑO,  MAGGI EGNEM  FUENTES  LA ,MAGGI EGNEM FUENTES LA  TCHEBERRY,2018-10-09 00:00:00,,    TCHEBERRY,MAGGI,EGNEM,FUENTES,LA,comisión,,,
1194,PRIMERA,  CARREÑO,  MAGGI EGNEM'   ,MAGGI EGNEM'  MUNITA BARRA ,2018-10-08 00:00:00,,  MUNITA  BARRA ,MAGGI,EGNEM',,MUNITA,comisión,subroga,,
1210,PRIMERA,  CARREÑO,  MAGGI  FUENTES   ,MAGGI FUENTES  PIERRY DE LA MAZA ,2018-10-04 00:00:00,,  PIERRY  DE LA MAZA ,MAGGI,FUENTES,,PIERRY,comisión,,,
1222,PRIMERA,  CARREÑO,  MAGGI  FUENTES   ,MAGGI FUENTES  PEÑAILILLO ,2018-10-03 00:00:00,,  PEÑAILILLO   ,MAGGI,FUENTES,,PEÑAILILLO,comisión,,,
1233,PRIMERA,  CARREÑO,  MAGGI  FUENTES   ,MAGGI FUENTES  PEÑATLILLO MUNITA ,2018-10-02 00:00:00,,  PEÑATLILLO  MUNITA ,MAGGI,FUENTES,,PEÑATLILLO,comisión,,,
1246,PRIMERA,  CARREÑO,  MAGGI EGNEM  FUENTES   ,MAGGI EGNEM FUENTES PEÑAILILLO,2018-10-01 00:00:00,,   PEÑAILILLO,MAGGI,EGNEM,FUENTES,PEÑAILILLO,comisión,,,
1249,PRIMERA,  SILVA,,GOMEZ ,2018-11-12 00:00:00,,  GOMEZ  ,GOMEZ,,,,comisión,,,
1251,PRIMERA,  SILVA,,PALLAVICINI GAJARDO ,2018-11-13 00:00:00,,  PALLAVICINI   GAJARDO ,PALLAVICINI,GAJARDO,,,comisión,,,
1254,PRIMERA,  CARRENO,  SILVA  EGNEM   ,SILVA EGNEM TCHEBERRY ABUAUAD ,2018-11-14 00:00:00,,   TCHEBERRY   ABUAUAD ,SILVA,EGNEM,TCHEBERRY,ABUAUAD,comisión,,,
1258,PRIMERA,  CARRENO,  SILVA SEÑOORA EGNEM   ,SILVA SEÑOORA EGNEM  GÓMEZ ABUAUAD ,2018-11-15 00:00:00,,  GÓMEZ  ABUAUAD ,SILVA,SEÑOORA,EGNEM,,comisión,,,
1267,PRIMERA,  SILVA,  MAGGI EGNEM  FUENTES   ,MAGGI EGNEM FUENTES PEÑAILILLO,2018-11-19 00:00:00,,   PEÑAILILLO,MAGGI,EGNEM,FUENTES,PEÑAILILLO,comisión,,,
1271,PRIMERA,  SILVA,  MAGGI  FUENTES   ,MAGGI FUENTES  PEÑAILILLO MUNITA ,2018-11-20 00:00:00,,  PEÑAILILLO  MUNITA ,MAGGI,FUENTES,,PEÑAILILLO,comisión,,,
1278,PRIMERA,  SILVA,  EGNEM STÑOR FUENTES  LOS ,EGNEM STÑOR FUENTES LOS PEÑAILILLO GÓMEZ ,2018-11-21 00:00:00,,  PEÑAILILLO  GÓMEZ ,EGNEM,STÑOR,FUENTES,LOS,comisión,,,
1282,PRIMERA,  SILVA,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS ETCHEBERRY ,2018-11-22 00:00:00,,  ETCHEBERRY   ,BLANCO,CHEVESICH,LOS,ETCHEBERRY,comisión,permiso,,
1292,PRIMERA,  CARREÑO,  SILVA  MAGGI  BLANCO  ,SILVA MAGGI BLANCO ,2018-11-26 00:00:00,, ,SILVA,MAGGI,BLANCO,,subroga,,,
1300,PRIMERA,  SILVA,  FUENTES DAHM MINISTRO SUPLENTE:  BIEL,FUENTES DAHM MINISTRO SUPLENTE: BIEL ABUAUAD,2018-11-27 00:00:00,sEÑOR BIEL,   ABUAUAD,FUENTES,DAHM,MINISTRO,SUPLENTE:,comisión,,,
1308,PRIMERA,  CARREÑO,  SILVA  MAGGI EGNEM   ,SILVA MAGGI EGNEM ,2018-11-28 00:00:00,, ,SILVA,MAGGI,EGNEM,,,,,
1316,PRIMERA,  CARRENO,  SILVA SEEÑORRA EGNEM   ,SILVA SEEÑORRA EGNEM  GOMEZ BARRA ,2018-11-29 00:00:00,,  GOMEZ  BARRA ,SILVA,SEEÑORRA,EGNEM,,comisión,subroga,,
1341,PRIMERA,  CARREÑO,  SILVA SEEÑORAS MAGGI EGNEM  LA ,SILVA SEEÑORAS MAGGI EGNEM LA ETCHEBERRY,2018-11-08 00:00:00,,   ETCHEBERRY,SILVA,SEEÑORAS,MAGGI,EGNEM,comisión,,,
1349,PRIMERA,  CARRENO,  SILVA  EGNEM   ,SILVA EGNEM  PEÑAILILLO MUNITA ,2018-11-07 00:00:00,,  PEÑAILILLO  MUNITA ,SILVA,EGNEM,,PEÑAILILLO,comisión,permiso,,
1362,PRIMERA,  CARREÑO,  MAGGI EGNEM   ,MAGGI EGNEM  PEÑAILILLO ,2018-11-06 00:00:00,,  PEÑAILILLO   ,MAGGI,EGNEM,,PEÑAILILLO,comisión,permiso,,
1375,PRIMERA,  CARREÑO,  SILVA  MAGGI EGNEM   ,SILVA MAGGI EGNEM ,2018-11-05 00:00:00,, ,SILVA,MAGGI,EGNEM,,,,,
1377,PRIMERA,  SILVA,  MAGGI  FUENTES   ,MAGGI FUENTES  MUNITA GÓMEZ ,2018-12-10 00:00:00,,  MUNITA  GÓMEZ ,MAGGI,FUENTES,,MUNITA,comisión,feriado,,
1379,PRIMERA,  SILVA,  FUENTES CISTERNAS   ,FUENTES CISTERNAS  MUNITA PALLAVICINL ,2018-12-11 00:00:00,,  MUNITA  PALLAVICINL ,FUENTES,CISTERNAS,,MUNITA,comisión,feriado,,
1382,PRIMERA,  CARREÑO,  SILVA FUENTES   ,SILVA FUENTES  MUNITA GÓMEZ ,2018-12-12 00:00:00,,  MUNITA  GÓMEZ ,SILVA,FUENTES,,MUNITA,comisión,feriado,,
1387,PRIMERA,  CARREÑO,  SILVA  VIVANCO   ,SILVA VIVANCO  MUNITA SEEÑORA GAJARDO ,2018-12-13 00:00:00,,  MUNITA  SEEÑORA GAJARDO ,SILVA,VIVANCO,,MUNITA,comisión,permiso,feriado,
1393,PRIMERA,  CARREÑO,  FUENTES  DAHM   ,FUENTES DAHM  PEÑAILILLO ,2018-12-17 00:00:00,,  PEÑAILILLO   ,FUENTES,DAHM,,PEÑAILILLO,permiso,feriado,,
1398,PRIMERA,  CARRENO,  MAGGHI  FUENTES   ,MAGGHI FUENTES  PEÑATLILLO MUNITA ,2018-12-18 00:00:00,,  PEÑATLILLO  MUNITA ,MAGGHI,FUENTES,,PEÑATLILLO,feriado,,,
1405,PRIMERA,  CARREÑO,  MA GGH  FUENTES   ,MA GGH FUENTES  PEÑAILILLO MUNITA ,2018-12-19 00:00:00,,  PEÑAILILLO  MUNITA ,MA,GGH,FUENTES,,feriado,,,
1413,PRIMERA,  CARREÑO,  FUENTES PRADO   ,"FUENTES PRADO  GÓMEZ, PALLAVICINI ",2018-12-20 00:00:00,,"  GÓMEZ,  PALLAVICINI ",FUENTES,PRADO,,GÓMEZ,comisión,feriado,,
1421,PRIMERA,  CARREÑO,  MAGGI  FUENTES   ,MAGGI FUENTES  MUNITA GÓMEZ ,2018-12-24 00:00:00,,  MUNITA  GÓMEZ ,MAGGI,FUENTES,,MUNITA,feriado,,,
1430,PRIMERA,,  EGNEM  FUENTES   ,EGNEM FUENTES  MUNITA ABUAUAD ,2018-12-26 00:00:00,,  MUNITA  ABUAUAD ,EGNEM,FUENTES,,MUNITA,permiso,feriado,,
1439,PRIMERA,,  EGNEM  FUENTES   ,EGNEM FUENTES  ETCHEBERRY ,2018-12-27 00:00:00,,  ETCHEBERRY   ,EGNEM,FUENTES,,ETCHEBERRY,permiso,feriado,,
1457,PRIMERA,,,GÓMEZ DE LA MAZA ,2018-12-31 00:00:00,,  GÓMEZ  DE LA MAZA ,GÓMEZ,DE,LA,MAZA,feriado,,,
1475,PRIMERA,  CARREÑO,  SILVA FUENTES   ,SILVA FUENTES  GÓMEZ PALLAVICINI ,2018-12-06 00:00:00,,  GÓMEZ  PALLAVICINI ,SILVA,FUENTES,,GÓMEZ,comisión,permiso,,
1480,PRIMERA,  CARREÑO,  SILVA SEEÑORA EGNEM  FUENTES ,SILVA SEEÑORA EGNEM FUENTES PEÑAILILLO,2018-12-05 00:00:00,,   PEÑAILILLO,SILVA,SEEÑORA,EGNEM,FUENTES,comisión,,,
1491,PRIMERA,  SILVA,  FUENTES PRADO   ,FUENTES PRADO  PEÑAILILLO BARRA ,2018-12-04 00:00:00,,  PEÑAILILLO  BARRA ,FUENTES,PRADO,,PEÑAILILLO,comisión,,,
1504,PRIMERA,  MUÑOZ,  CARREÑO SILVA —  SANDOVAL,CARREÑO SILVA — SANDOVAL BARRA,2018-12-03 00:00:00,SANDOVAL,   BARRA,CARREÑO,SILVA,—,SANDOVAL,comisión,permiso,subroga,
1507,PRIMERA,,,PEÑAILILLO DE LA MAZA ,2019-01-10 00:00:00,,  PEÑAILILLO  DE LA MAZA ,PEÑAILILLO,DE,LA,MAZA,feriado,,,
1509,PRIMERA,  CARRENO,,GOMEZ MUNITA ,2019-01-14 00:00:00,,  GOMEZ  MUNITA ,GOMEZ,MUNITA,,,feriado,,,
1510,PRIMERA,  CARRENO,,GÓMEZ MUNITA ,2019-01-15 00:00:00,,  GÓMEZ  MUNITA ,GÓMEZ,MUNITA,,,permiso,feriado,,
1513,_ PRIMERA,  CARREÑO,,ETCHEBERR ,2019-01-16 00:00:00,,  ETCHEBERR    ,ETCHEBERR,,,,feriado,subroga,,
1517,PRIMERA,  CARRENO,  EGNEM  FUENTES MIINNISTRO SUPLENTE:  GOMEZ,EGNEM FUENTES MIINNISTRO SUPLENTE: GOMEZ ,2019-01-17 00:00:00,SUPLENTE: SEÑOR GOMEZ,  ,EGNEM,FUENTES,MIINNISTRO,SUPLENTE:,feriado,subroga,,
1528,PRIMERA,  CARREÑO,  SILVA  MAGGI EGNEM  ,SILVA MAGGI EGNEM ,2019-01-21 00:00:00,, ,SILVA,MAGGI,EGNEM,,subroga,,,
1534,PRIMERA,  CARREÑO,  SILVA SEEÑORAS MAGGI EGNEM  LA ,SILVA SEEÑORAS MAGGI EGNEM LA  TCHEBERRY,2019-01-22 00:00:00,,    TCHEBERRY,SILVA,SEEÑORAS,MAGGI,EGNEM,subroga,,,
1540,PRIMERA,  CARREÑO,  SILVA SEEÑORAS MAGGI EGNEM   ,SILVA SEEÑORAS MAGGI EGNEM ,2019-01-23 00:00:00,, ,SILVA,SEEÑORAS,MAGGI,EGNEM,,,,
1547,PRIMERA,  CARRENO,  SILVA  MAGGI EGNEM  SEEÑOR ,SILVA MAGGI EGNEM SEEÑOR ,2019-01-24 00:00:00,, ,SILVA,MAGGI,EGNEM,SEEÑOR,,,,
1561,PRIMERA,  SILVA,  EGNEM  FUENTES MINISTRO SUPLENTE:  MUÑOZ .,EGNEM FUENTES MINISTRO SUPLENTE: MUÑOZ . ,2019-01-28 00:00:00,SUPLENTE: SEÑOR MUÑOZ P.,  ,EGNEM,FUENTES,MINISTRO,SUPLENTE:,comisión,feriado,,
1567,PRIMERA,  SILVA,  MAGGI EGNEM  FUENTES  ,MAGGI EGNEM FUENTES ,2019-01-29 00:00:00,, ,MAGGI,EGNEM,FUENTES,,feriado,,,
1573,PRIMERA,  KUNSEMULLER,  SILVA FUENTES   ,SILVA FUENTES  ABUAUAD PALLAVICINI ,2019-01-30 00:00:00,,  ABUAUAD  PALLAVICINI ,SILVA,FUENTES,,ABUAUAD,comisión,permiso,feriado,subroga
1584,PRIMERA,  SILVA,  MAGGI  FUENTES  MINISTRO SUPLENTE:  MUNOZ .,MAGGI FUENTES MINISTRO SUPLENTE: MUNOZ . ,2019-01-31 00:00:00,SUPLENTE: SEÑOR MUNOZ P.,  ,MAGGI,FUENTES,MINISTRO,SUPLENTE:,permiso,feriado,,
1592,PRIMERA,,,PEÑAILILLO DE LA MAZA ,2019-01-09 00:00:00,,  PEÑAILILLO  DE LA MAZA ,PEÑAILILLO,DE,LA,MAZA,feriado,,,
1601,PRIMERA,,,PEÑAILILLO GÓMEZ ,2019-01-08 00:00:00,,  PEÑAILILLO  GÓMEZ ,PEÑAILILLO,GÓMEZ,,,feriado,,,
1609,PRIMERA,,,PEÑAILILLO GÓMEZ ,2019-01-07 00:00:00,,  PEÑAILILLO  GÓMEZ ,PEÑAILILLO,GÓMEZ,,,feriado,subroga,,
1633,PRIMERA,,,MUNITA DE LA MAZA ,2019-01-03 00:00:00,,  MUNITA  DE LA MAZA ,MUNITA,DE,LA,MAZA,feriado,,,
1643,PRIMERA,,,GÓMEZ DE LA MAZA ,2019-01-02 00:00:00,,  GÓMEZ  DE LA MAZA ,GÓMEZ,DE,LA,MAZA,feriado,,,
1646,PRIMERA,  SILVA,  MAGGI  FUENTES RAS ,MAGGI FUENTES RAS ,2019-02-11 00:00:00,, ,MAGGI,FUENTES,RAS,,feriado,subroga,,
1650,PRIMERA,  SILVA,  MAGGI  FUENTES  ,MAGGI FUENTES ,2019-02-12 00:00:00,, ,MAGGI,FUENTES,,,feriado,subroga,,
1654,PRIMERA,  SILVA,  FUENTES  CHEVESICH ,FUENTES CHEVESICH ,2019-02-13 00:00:00,, ,FUENTES,CHEVESICH,,,comisión,feriado,,
1658,PRIMERA,  SILVA,  MAGGI  FUENTES SEÑOORAS ,MAGGI FUENTES SEÑOORAS ,2019-02-14 00:00:00,, ,MAGGI,FUENTES,SEÑOORAS,,feriado,subroga,,
1669,PRIMERA,  SILVA,,MUNITA ,2019-02-18 00:00:00,,  MUNITA  ,MUNITA,,,,feriado,,,
1676,PRIMERA,  SILVA,,,2019-02-19 00:00:00,, ,,,,,feriado,,,
1684,PRIMERA,  SILVA,,,2019-02-20 00:00:00,SUPLENTE: SEÑOR MUÑOZ P.,  ,,,,,permiso,feriado,,
1693,PRIMERA,  SILVA,,,2019-02-21 00:00:00,, ,,,,,feriado,,,
1711,PRIMERA,  SILVA,,GAJARDO,2019-02-25 00:00:00,,   GAJARDO,GAJARDO,,,,feriado,subroga,,
1722,PRIMERA,  DOLMESTCH,  SILVA  EGNEM CHEVESICH  ,SILVA EGNEM CHEVESICH ,2019-02-26 00:00:00,, ,SILVA,EGNEM,CHEVESICH,,feriado,,,
1734,PRIMERA,  SILVA,,,2019-02-27 00:00:00,, ,,,,,permiso,feriado,,
1746,PRIMERA,  SILVA,,,2019-02-28 00:00:00,, ,,,,,permiso,feriado,,
1772,PRIMERA,  SILVA,  MAGGI SREÑOR FUENTES  ,MAGGI SREÑOR FUENTES ,2019-02-07 00:00:00,, ,MAGGI,SREÑOR,FUENTES,,feriado,subroga,,
1787,PRIMERA,  SILVA,  MAGGI  FUENTES RAS ,MAGGI FUENTES RAS ,2019-02-06 00:00:00,, ,MAGGI,FUENTES,RAS,,feriado,subroga,,
1803,PRIMERA,  SILVA,  MAGGI  FUENTES  ,MAGGI FUENTES ,2019-02-05 00:00:00,, ,MAGGI,FUENTES,,,feriado,subroga,,
1820,PRIMERA,  SILVA,,,2019-02-04 00:00:00,, ,,,,,permiso,feriado,,
1823,PRIMERA,  CARREÑO,  SILVA :.  EGNEM  FUENTES,SILVA :. EGNEM FUENTES PEÑAILILLO,2019-03-11 00:00:00,FUENTES,   PEÑAILILLO,SILVA,:.,EGNEM,FUENTES,comisión,,,
1825,PRIMERA,  CARREÑO,  MAGGI EGNEM  FUENTES   ,MAGGI EGNEM FUENTES PEÑAILILLO,2019-03-12 00:00:00,,   PEÑAILILLO,MAGGI,EGNEM,FUENTES,PEÑAILILLO,licencia,,,
1828,PRIMERA,  CARREÑO,  MAGGI EGNEM  FUENTES   | ,MAGGI EGNEM FUENTES | PEÑAILILLO,2019-03-13 00:00:00,,   PEÑAILILLO,MAGGI,EGNEM,FUENTES,|,licencia,,,
1833,PRIMERA,  CARREÑO,  MAGGI EGNEM  FUENTES   ,MAGGI EGNEM FUENTES GOMEZ,2019-03-14 00:00:00,,   GOMEZ,MAGGI,EGNEM,FUENTES,GOMEZ,licencia,,,
1845,PRIMERA,,  EGNEM  FUENTES  LOS ,EGNEM FUENTES LOS ABUAUAD RA ,2019-03-19 00:00:00,,  ABUAUAD  RA ,EGNEM,FUENTES,LOS,ABUAUAD,licencia,comisión,,
1851,PRIMERA,,  FUENTES DAHM   ,FUENTES DAHM  MUNITA GÓMEZ ,2019-03-20 00:00:00,,  MUNITA  GÓMEZ ,FUENTES,DAHM,,MUNITA,licencia,comisión,,
1857,PRIMERA,,  EGNEM  FUENTES  LOS ,EGNEM FUENTES LOS ABUAUAD BARRA ,2019-03-21 00:00:00,,  ABUAUAD  BARRA ,EGNEM,FUENTES,LOS,ABUAUAD,licencia,comisión,,
1864,PRIMERA,  CARREÑO,  MAGGI  FUENTES   ,MAGGI FUENTES  ABUAUAD PALLAVICINI ,2019-03-25 00:00:00,,  ABUAUAD  PALLAVICINI ,MAGGI,FUENTES,,ABUAUAD,licencia,permiso,,
1873,PRIMERA,  CARREÑO,  EGNEM  FUENTES  LOS ,EGNEM FUENTES LOS PEÑAILILLO ,2019-03-26 00:00:00,,  PEÑAILILLO  ,EGNEM,FUENTES,LOS,PEÑAILILLO,licencia,comisión,,
1879,PRIMERA,  FUENTES,  DAHMI  VIVANCO   ,DAHMI VIVANCO  PEÑAILILLO MUNITA ,2019-03-27 00:00:00,,  PEÑAILILLO  MUNITA ,DAHMI,VIVANCO,,PEÑAILILLO,licencia,comisión,permiso,
1888,PRIMERA,,  FUENTES SILVA .   ,FUENTES SILVA .  MUNITA ABUAUAD ,2019-03-28 00:00:00,,  MUNITA  ABUAUAD ,FUENTES,SILVA,.,,licencia,comisión,permiso,
1909,PRIMERA,  CARREÑO,  SILVA :. SEORAS MAGGI EGNEM  ,SILVA :. SEORAS MAGGI EGNEM ,2019-03-07 00:00:00,, ,SILVA,:.,SEORAS,MAGGI,,,,
1921,PRIMERA,  CARREÑO,  SILVA .  MAGGI EGNEM  ,SILVA . MAGGI EGNEM ,2019-03-05 00:00:00,, ,SILVA,.,MAGGI,EGNEM,,,,
1931,PRIMERA,  CARREÑO,  EGNEM  FUENTES  LOS ,EGNEM FUENTES LOS ETCHEBERRY ,2019-03-04 00:00:00,,  ETCHEBERRY   ,EGNEM,FUENTES,LOS,ETCHEBERRY,permiso,feriado,,
1943,PRIMERA,  CARREÑO,  SILVA .  EGNEM  FUENTES,SILVA . EGNEM FUENTES GÓMEZ,2019-04-10 00:00:00,FUENTES,   GÓMEZ,SILVA,.,EGNEM,FUENTES,comisión,,,
1946,PRIMERA,  CARREÑO,  SILVA .  EGNEM  FUENTES,SILVA . EGNEM FUENTES GÓMEZ,2019-04-11 00:00:00,FUENTES,   GÓMEZ,SILVA,.,EGNEM,FUENTES,comisión,,,
1949,PRIMERA,  CARRENO,  SILVA .  EGNEM  FUENTES,SILVA . EGNEM FUENTES PEÑAILILLO,2019-04-15 00:00:00,FUENTES,   PEÑAILILLO,SILVA,.,EGNEM,FUENTES,comisión,,,
1953,PRIMERA,  SILVA G,  EGNEM  FUENTES BLANCO  ,EGNEM FUENTES BLANCO  PEÑAILILLO,2019-04-16 00:00:00,,   PEÑAILILLO,EGNEM,FUENTES,BLANCO,,,,,
1958,PRIMERA,  SILVA G,  EGNEM  FUENTES  LOS ,EGNEM FUENTES LOS PEÑAILILLO GÓMEZ ,2019-04-17 00:00:00,,  PEÑAILILLO  GÓMEZ ,EGNEM,FUENTES,LOS,PEÑAILILLO,comisión,,,
1969,PRIMERA,  SILVA G,  EGNEM  SILVA .   ,EGNEM SILVA .  GÓMEZ PALLAVICINI ,2019-04-22 00:00:00,,  GÓMEZ  PALLAVICINI ,EGNEM,SILVA,.,,comisión,permiso,,
1975,PRIMERA,  SILVA G,  EGNEM  PRADO   ,EGNEM PRADO  MUNITA PALLAVICINI ,2019-04-23 00:00:00,,  MUNITA  PALLAVICINI ,EGNEM,PRADO,,MUNITA,comisión,permiso,,
1982,PRIMERA,  SILVA G,  EGNEM  FUENTES PRADO  ,EGNEM FUENTES PRADO  GOMEZ,2019-04-24 00:00:00,,   GOMEZ,EGNEM,FUENTES,PRADO,,comisión,,,
