,Sala,Fecha2,Presidente,Integrante1,Integrante2,Integrante3,Integrante4
15143,CUARTA,2020-12-21,BLANCO,VALDERRAMA,AREPETTO,GOMEZ,BARRA
15153,CUARTA,2020-12-22,BRITO,BLANCO,SILVA,AREPETTO,GOMEZ
15163,CUARTA,2020-12-23,SILVA,AREPETTO,GOMEZ,LAGOS,DE
15174,CUARTA,2020-12-24,BLANCO,SILVA,GOMEZ,AETCHEBERRY,DE
15177,ACTA DE INSTALACION  DE  LA CUARTA ,2020-12-24,,,,,
15186,CUARTA,2020-12-28,BLANCO,AREPETTO,GOMEZ,LAGOS,DE
15189,ACTA DE INSTALACION  DE  LA CUARTA ,2020-12-28,,,,,
15199,CUARTA,2020-12-29,BLANCO,AREPETTO,GOMEZ,AETCHEBERRY,DE
15213,CUARTA,2020-12-30,AREPETTO,MU,GOMEZ,LAGOS,AETCHEBERRY
15231,CUARTA,2020-12-31,ACHEVESICH,SILVA,GOMEZ,AETCHEBERRY,DE
15237,ACTA DE INSTALACION  DE  LA CUARTA ,2020-12-21,,,,,
15245,CUARTA,2020-12-09,AMU,SILVA,AREPETTO,AETCHEBERRY,PALLAVICINI
15277,CUARTA,2020-12-04,BLANCO,AMU,SILVA,BIEL,AETCHEBERRY
15295,CUARTA,2020-12-03,BLANCO,AMU,SILVA,BIEL,AETCHEBERRY
15314,CUARTA,2020-12-02,AMU,SILVA,AREPETTO,AETCHEVERRY,DE
15334,CUARTA,2020-12-01,BLANCO,AMU,SILVA,AREPETTO,PALLAVICINI
15337,CUARTA,2021-01-11,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
15340,CUARTA,2021-01-12,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
15344,CUARTA,2021-01-13,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
15352,CUARTA,2021-01-15,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
15359,CUARTA,2021-01-18,BLANCO,AMU,SHERTZER,AETCHEBERRY,BARRA
15367,CUARTA,2021-01-19,ACHEVESICH,AMU,BIEL,AETCHEBERRY,BARRA
15375,CUARTA,2021-01-20,BLANCO,ACHEVESICH,AMU,AETCHEBERRY,BARRA
15384,CUARTA,2021-01-21,BLANCO,ACHEVESICH,AMU,AREPETTO,DE
15394,CUARTA,2021-01-22,BLANCO,ACHEVESICH,AMU,AREPETTO,DE
15405,CUARTA,2021-01-25,BLANCO,ACHEVESICH,AMU,AREPETTO,DE
15416,CUARTA,2021-01-26,BLANCO,ACHEVESICH,AMU,AREPETTO,ARAVANALES
15430,CUARTA,2021-01-27,AMU,AREPETTO,SHERTZER,AETCHEBERRY,MUNITA
15445,CUARTA,2021-01-28,ACHEVESICH,AMU,AREPETTO,AETCHEBERRY,BARRA
15461,CUARTA,2021-01-29,BLANCO,ACHEVESICH,AMU,AREPETTO,BARRA
15476,CUARTA,2021-01-08,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
15496,CUARTA,2021-01-07,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
15527,CUARTA,2021-01-06,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
15530,CUARTA,2021-02-10,AMU,AREPETTO,ARAVANALES,GOMEZ,AETCHEBERRY
15536,CUARTA,2021-02-15,SILVA,GOMEZ,SHERTZER,AETCHEBERRY,BARRA
15537,CUARTA,2021-02-11,ACHEVESICH,AMU,AREPETTO,GOMEZ,MUNITA
15541,CUARTA,2021-02-16,AREPETTO,GOMEZ,SHERTZER,AETCHEBERRY,BARRA
15546,CUARTA,2021-02-17,AMU,AREPETTO,GOMEZ,AETCHEBERRY,BARRA
15552,CUARTA,2021-02-18,AMU,AREPETTO,GOMEZ,AETCHEBERRY,PALLAVICINI
15558,CUARTA,2021-02-19,AMU,AREPETTO,GOMEZ,AETCHEBERRY,MUNITA
15567,CUARTA,2021-02-22,AMU,AREPETTO,GOMEZ,CONTRERAS,AETCHEBERRY
15587,CUARTA,2021-02-23,ACHEVESICH,AMU,GOMEZ,AETCHEBERRY,BARRA
15588,CUARTA,2021-02-24,AMU,GOMEZ,ALUSIC,LAGOS,BARRA
15600,CUARTA,2021-02-25,ACHEVESICH,MU,AREPETTO,GOMEZ,LAGOS
15612,CUARTA,2021-02-26,AMU,AREPETTO,GOMEZ,BARRA,AGAJARDO
15628,CUARTA,2021-02-09,ACHEVESICH,AMU,AREPETTO,GOMEZ,LAGOS
15638,CUARTA,2021-02-08,ACHEVESICH,AMU,AREPETTO,GOMEZ,BARRA
15668,CUARTA,2021-02-05,ACHEVESICH,AMU,AREPETTO,GOMEZ,ETCHEBERRY
15670,CUARTA,2021-02-04,ACHEVESICH,AMU,AREPETTO,GOMEZ,ETCHEBERRY
15686,CUARTA,2021-02-03,AMU,AREPETTO,GOMEZ,MUNITA,BARRA
15708,CUARTA,2021-02-02,ACHEVESICH,AMU,AREPETTO,GOMEZ,AETCHEBERRY
15722,CUARTA,2021-02-01,AMU,AREPETTO,GOMEZ,LAGOS,DE
15728,CUARTA,2021-03-10,AMU,GONZALEZ,GOMEZ,AGAJARDO,AETCHEBERRY
15733,CUARTA,2021-03-11,ACHEVESICH,GONZALEZ,GOMEZ,ALUSIC,AGAJARDO
15734,CUARTA,2021-03-12,AMU,GONZALEZ,GOMEZ,RUZ,AETCHEBERRY
15739,CUARTA,2021-03-15,ACHEVESICH,AMU,GONZALEZ,AGAJARDO,HUMERES
15746,CUARTA,2021-03-16,ACHEVESICH,AMU,GONZALEZ,RUZ,AETCHEBERRY
15758,CUARTA,2021-03-18,BRITO,ACHEVESICH,AMU,GONZALEZ,RUZ
15764,CUARTA,2021-03-17,AMU,GONZALEZ,CONTRERAS,AGAJARDO,AETCHEBERRY
15786,CUARTA,2021-03-22,BLANCO,AMU,GONZALEZ,AGAJARDO,RUZ
15787,CUARTA,2021-03-23,BLANCO,ACHEVESICH,AMU,AREPETTO,AETCHEBERRY
15793,CUARTA,2021-03-24,BLANCO,AMU,AREPETTO,AGAJARDO,RUZ
15801,CUARTA,2021-03-19,ACHEVESICH,AMU,GONZALEZ,AGAJARDO,AETCHEBERRY
15807,CUARTA,2021-03-25,BLANCO,ACHEVESICH,AMU,AREPETTO,RUZ
15821,CUARTA,2021-03-26,BLANCO,AREPETTO,ALUSIC,RUZ,AETCHEBERRY
15853,CUARTA,2021-03-29,BLANCO,ACHEVESICH,AREPETTO,AGAJARDO,RUZ
15867,CUARTA,2021-03-31,BLANCO,AMU,AREPETTO,ACOPPO,RUZ
15882,CUARTA,2021-03-09,ACHEVESICH,GONZALEZ,GOMEZ,AGAJARDO,RUZ
15884,CUARTA,2021-03-30,BLANCO,ACHEVESICH,AMU,HUMERES,AETCHEBERRY
15902,CUARTA,2021-03-08,ACHEVESICH,AMU,GONZALEZ,GOMEZ,ARUZ
15922,CUARTA,2021-03-05,ACHEVESICH,AMU,GOMEZ,ALUSIC,AGAJARDO
15943,CUARTA,2021-03-04,ACHEVESICH,AMU,GOMEZ,ABUAUAD,AETCHEBERRY
15965,CUARTA,2021-03-03,AMU,AREPETTO,GOMEZ,ABUAUAD,AETCHEBERRY
15990,CUARTA,2021-03-02,ACHEVESICH,AMU,GOMEZ,ABUAUAD,AETCHEBERRY
16014,CUARTA,2021-03-01,ACHEVESICH,AMU,AREPETTO,GOMEZ,AETCHEBERRY
16019,CUARTA,2021-04-12,BLANCO,ACHEVESICH,AMU,AREPETTO,AGAJARDO
16021,CUARTA,2021-04-13,BLANCO,ACHEVESICH,AMU,AREPETTO,RUZ
16025,CUARTA,2021-01-14,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
16030,CUARTA,2021-04-15,BLANCO,AMU,AREPETTO,AGAJARDO,AETCHEBERRY
16036,CUARTA,2021-04-16,BLANCO,ACHEVESICH,AMU,AREPETTO,ARUZ
16044,CUARTA,2021-04-19,AMAGGI,FUENTES,BLANCO,ACHEVESICH,AMU
16051,CUARTA,2021-04-20,BLANCO,ACHEVESICH,AMU,AREPETTO,AGAJARDO
16068,CUARTA,2021-04-22,BLANCO,AMU,AREPETTO,AGAJARDO,ACOPPO
16078,CUARTA,2021-04-23,BLANCO,ACHEVESICH,AMU,HUMERES,AETCHEBERRY
16091,CUARTA,2021-04-26,BLANCO,ACHEVESICH,AMU,RUZ,AETCHEBERRY
16103,CUARTA,2021-04-27,BLANCO,ACHEVESICH,AMU,AGAJARDO,AETCHEBERRY
16115,CUARTA,2021-04-28,BLANCO,ACHEVESICH,AMU,AGUILA,RUZ
16129,CUARTA,2021-04-29,BLANCO,AMU,AREPETTO,AGAJARDO,RUZ
16145,CUARTA,2021-04-30,AMU,SILVA,AREPETTO,AGAJARDO,AETCHEBERRY
16158,CUARTA,2021-04-09,BLANCO,ACHEVESICH,AMU,AREPETTO,ARAVANALES
16177,CUARTA,2021-04-08,BLANCO,AMU,AREPETTO,ACOPPO,AETCHEBERRY
16196,CUARTA,2021-04-07,BLANCO,AMU,AREPETTO,ATAVOLARI,RUZ
16215,CUARTA,2021-04-06,BLANCO,ACHEVESICH,AMU,AREPETTO,AGAJARDO
16235,CUARTA,2021-04-05,BLANCO,ACHEVESICH,AMU,AREPETTO,AGAJARDO
16254,CUARTA,2021-04-01,BLANCO,ACHEVESICH,AMU,AREPETTO,AGAJARDO
16259,CUARTA,2021-05-10,ACHEVESICH,AMU,AREPETTO,AGAJARDO,ALCALDE
16263,CUARTA,2021-05-12,BLANCO,AMU,AREPETTO,AGAJARDO,AETCHEBERRY
16264,CUARTA,2021-05-11,BLANCO,ACHEVESICH,AMU,AREPETTO,AGAJARDO
16268,CUARTA,2021-05-13,BLANCO,SILVA,AREPETTO,AGAJARDO,ALCALDE
16273,CUARTA,2021-05-14,BLANCO,ACHEVESICH,AMU,AREPETTO,RUZ
16277,CUARTA,2021-05-17,BLANCO,ACHEVESICH,AMU,AREPETTO,AETCHEBERRY
16284,CUARTA,2021-05-18,BLANCO,ACHEVESICH,AMU,MUNITA,RUZ
16291,CUARTA,2021-05-19,ACHEVESICH,AMU,GOMEZ,ALCALDE,HUMERES
16298,CUARTA,2021-05-20,AMU,AREPETTO,ARAVANALES,GOMEZ,AETCHEBERRY
16309,CUARTA,2021-05-24,AREPETTO,BIEL,MU,GOMEZ,RUZ
16341,CUARTA,2021-05-26,ACHEVESICH,AMU,AREPETTO,AGAJARDO,AETCHEBERRY
16353,CUARTA,2021-05-28,ACHEVESICH,AREPETTO,GOMEZ,AGAJARDO,AETCHEBERRY
16371,CUARTA,2021-05-31,ACHEVESICH,AMU,GOMEZ,MUNITA,RUZ
16378,CUARTA,2021-05-27,AMU,AREPETTO,GOMEZ,RUZ,FUENTES
16397,CUARTA,2021-05-07,BLANCO,ACHEVESICH,AREPETTO,AGAJARDO,AETCHEBERRY
16398,CUARTA,2021-05-06,BLANCO,AREPETTO,ARAVANALES,RUZ,AETCHEBERRY
16419,CUARTA,2021-05-05,BLANCO,AMU,AREPETTO,AGAJARDO,AETCHEBERRY
16436,CUARTA,2021-05-04,BLANCO,ACHEVESICH,AMU,AREPETTO,AGAJARDO
16452,CUARTA,2021-05-03,BLANCO,ACHEVESICH,AMU,AREPETTO,RUZ
16455,CUARTA,2021-06-10,AMU,AREPETTO,GOMEZ,AGAJARDO,ACOPPO
16458,CUARTA,2021-06-11,ACHEVESICH,AMU,AREPETTO,GOMEZ,ACOPPO
16464,CUARTA,2021-06-14,ACHEVESICH,AMU,AREPETTO,GOMEZ,AETCHEBERRY
16466,CUARTA,2021-06-15,ACHEVESICH,AREPETTO,GOMEZ,RUZ,AETCHEBERRY
16471,CUARTA,2021-06-16,ACHEVESICH,AMU,GOMEZ,AGAJARDO,RUZ
16480,CUARTA,2021-06-17,AMU,AREPETTO,GOMEZ,AGAJARDO,AETCHEBERRY
16485,CUARTA,2021-06-18,AMU,MU,GOMEZ,AGAJARDO,AETCHEBERRY
16492,CUARTA,2021-06-22,ACHEVESICH,AMU,AREPETTO,GOMEZ,RUZ
16505,CUARTA,2021-06-23,ACHEVESICH,AMU,AREPETTO,GOMEZ,ACOPPO
16523,CUARTA,2021-06-25,AREPETTO,MU,GOMEZ,AGAJARDO,AETCHEBERRY
16536,CUARTA,2021-06-29,ACHEVESICH,AMU,AREPETTO,GOMEZ,ZEPEDA
16538,CUARTA,2021-06-24,AMU,AREPETTO,GOMEZ,AGAJARDO,AETCHEBERRY
16551,CUARTA,2021-06-30,ACHEVESICH,AMU,GOMEZ,AGAJARDO,RUZ
16578,CUARTA,2021-06-09,ACHEVESICH,AMU,AREPETTO,GOMEZ,AETCHEBERRY
16579,CUARTA,2021-06-08,ACHEVESICH,AMU,AREPETTO,GOMEZ,AGAJARDO
16595,CUARTA,2021-06-07,ACHEVESICH,AMU,AREPETTO,GOMEZ,RUZ
16610,CUARTA,2021-06-04,ACHEVESICH,AMU,AREPETTO,GOMEZ,AETCHEBERRY
16626,CUARTA,2021-06-03,ACHEVESICH,AMU,AREPETTO,GOMEZ,AETCHEBERRY
16647,CUARTA,2021-06-02,AMU,AREPETTO,GOMEZ,HUMERES,ACOPPO
16669,CUARTA,2021-06-01,ACHEVESICH,AMU,AREPETTO,GOMEZ,RUZ
16673,CUARTA,2021-07-12,ACHEVESICH,AMU,AREPETTO,GOMEZ,AETCHEBERRY
16677,CUARTA,2021-07-13,AMU,AREPETTO,GOMEZ,AGAJARDO,RUZ
16679,CUARTA,2021-07-14,ACHEVESICH,AMU,AREPETTO,ABUAUAD,AETCHEBERRY
16689,CUARTA,2021-07-15,ACHEVESICH,AMU,PRADO,AGAJARDO,AETCHEBERRY
16690,CUARTA,2021-07-19,ACHEVESICH,AMU,AREPETTO,RUZ,AETCHEBERRY
16710,CUARTA,2021-07-20,BLANCO,AMU,AREPETTO,RUZ,AETCHEBERRY
16712,CUARTA,2021-07-22,BLANCO,AMU,AREPETTO,ATAVOLARI,RUZ
16723,CUARTA,2021-07-23,BLANCO,AMU,AREPETTO,RUZ,AETCHEBERRY
16734,CUARTA,2021-07-26,AMU,AREPETTO,, ZEPEDA,AGAJARDO
16744,CUARTA,2021-07-27,AMU,AREPETTO,, ZEPEDA,ACOPPO
16767,CUARTA,2021-07-29,AMU,AREPETTO,, ZEPEDA,ACOPPO
16783,CUARTA,2021-07-30,AMU,AREPETTO,MERA,, ZEPEDA
16798,CUARTA,2021-07-09,ACHEVESICH,AMU,AREPETTO,GOMEZ,ACOPPO
16814,CUARTA,2021-07-08,AMU,AREPETTO,GOMEZ,RUZ,AETCHEBERRY
16832,CUARTA,2021-07-07,ACHEVESICH,AMU,AREPETTO,GOMEZ,FUENTES
16848,CUARTA,2021-07-06,ACHEVESICH,AMU,AREPETTO,GOMEZ,AETCHEBERRY
16867,CUARTA,2021-07-05,ACHEVESICH,AMU,AREPETTO,GOMEZ,AGAJARDO
16887,CUARTA,2021-07-02,ACHEVESICH,AMU,AREPETTO,GOMEZ,RUZ
16907,CUARTA,2021-07-01,BRITO,AMU,GOMEZ,AGAJARDO,ACOPPO
16910,CUARTA,2021-08-10,BLANCO,ACHEVESICH,AMU,AREPETTO,LLANOS
16913,CUARTA,2021-08-11,BLANCO,ACHEVESICH,AMU,AREPETTO,AETCHEBERRY
16917,CUARTA,2021-08-12,ACHEVESICH,AMU,AREPETTO,MUNITA,AETCHEBERRY
16922,CUARTA,2021-08-13,ACHEVESICH,AMU,AREPETTO,AGAJARDO,RUZ
16927,CUARTA,2021-08-16,ACHEVESICH,AMU,AREPETTO,AGAJARDO,AETCHEBERRY
16934,CUARTA,2021-08-17,AMU,AREPETTO,CARROZA,AGAJARDO,AETCHEBERRY
16942,CUARTA,2021-08-18,ACHEVESICH,AMU,AREPETTO,AGAJARDO,ACOPPO
16961,CUARTA,2021-08-20,ACHEVESICH,AMU,AREPETTO,ARAVANALES,AETCHEBERRY
16970,CUARTA,2021-08-19,AMU,AREPETTO,MERA,ACOPPO,RUZ
16985,CUARTA,2021-08-24,ACHEVESICH,AMU,AREPETTO,AGAJARDO,
16996,CUARTA,2021-08-23,ACHEVESICH,AMU,AREPETTO,AGAJARDO,A
16998,CUARTA,2021-08-25,AMU,AREPETTO,, MERA,AGAJARDO
17023,CUARTA,2021-08-26,ACHEVESICH,AMU,A,RUZ,A
17024,CUARTA,2021-08-27,ACHEVESICH,AMU,AREPETTO,AGAJARDO,AETCHEBERRY
17040,CUARTA,2021-08-30,AMU,AREPETTO,ALETELIER,RUZ,AETCHEBERRY
17075,CUARTA,2021-08-31,AMU,CARROZA,ALETELIER,RUZ,AETCHEBERRY
17098,CUARTA,2021-08-06,BLANCO,ACHEVESICH,AMU,AGAJARDO,AETCHEBERRY
17112,CUARTA,2021-08-05,BLANCO,ACHEVESICH,AMU,AREPETTO,RUZ
17137,CUARTA,2021-08-04,ACHEVESICH,AMU,ZEPEDA,AGAJARDO,AETCHEBERRY
17177,CUARTA,2021-10-12,AMU,BIEL,GOMEZ,RUZ,AETCHEBERRY
17181,CUARTA,2020-03-30,, SILVA,ES,AS,
17182,CUARTA,2020-05-11,, SILVA,ES,AS,ES
17183,CUARTA,2020-07-27,, SILVA,ES,AS,ES
17184,CUARTA,2020-09-21,, SILVA,ES,AS,ES
17185,CUARTA,2020-12-07,, SILVA,ES,AS,ES
17191,CUARTA,2021-02-08,, SILVA,ES,AS,ES
17193,CUARTA,2021-02-22,, SILVA,A,ES,A
17194,CUARTA,2021-04-21,, SILVA,ES,AS,ES
17200,CUARTA,2021-04-12,, SILVA,ES,AS,ES
17206,CUARTA,2021-05-10,, SILVA,ES,AS,ES
17208,CUARTA,2021-06-14,, SILVA,ES,AS,ES
17209,CUARTA,2021-07-19,, SILVA,," MUÑOZ,",AS
17215,CUARTA,2020-04-27,, SILVA,ES,AS,ES
17216,CUARTA,2020-01-27,, SILVA,ES,AS,
17217,PRIMERA,2021-07-21,AMAGGI,AMU,SILVA,AREPETTO,MUNITA
