,Sala,Presidente,Ministros,Integrantes,Fecha2,Ministros2,Abogados,Integrante1,Integrante2,Integrante3,Integrante4,Causa1,Causa2,Causa3,Causa4
20316,CUARTA,  BLANCO | |,  CHEVESICH MUÑOZ  0S ABOCADOS ,CHEVESICH MUÑOZ 0S ABOCADOS MATUS CORREA ,2016-06-08 00:00:00,,  MATUS  CORREA ,CHEVESICH,MUÑOZ,0S,ABOCADOS,comisión,,,
20331,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  RODRIGUEZ ,2016-06-07 00:00:00,,  RODRIGUEZ   ,CHEVESICH,MUÑOZ,,RODRIGUEZ,comisión,,,
20346,| CUARTA,  BLANCO,  CHEVESICH  MINISTRO SUPLENTE:  ,CHEVESICH MINISTRO SUPLENTE: PIZARRO ,2016-06-06 00:00:00,,  PIZARRO  ,CHEVESICH,MINISTRO,SUPLENTE:,PIZARRO,comisión,feriado,,
20376,CUARTA,  BLAN CO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS PIZARRO FIGUEROA ,2016-06-02 00:00:00,,  PIZARRO  FIGUEROA ,CHEVESICH,CERDA,LOS,PIZARRO,feriado,,,
20392,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS | ,CHEVESICH CERDA LOS | PIZARRO_ CORREA ,2016-06-01 00:00:00,,  PIZARRO_  CORREA ,CHEVESICH,CERDA,LOS,|,feriado,,,
20395,; _ _ CUARTA, 't Ñor BLANCO, ÑORAS CHEVESICH MUÑOZ  LOS ,ÑORAS CHEVESICH MUÑOZ LOS ,,, ,ÑORAS,CHEVESICH,MUÑOZ,LOS,comisión,,,
20398,CUARTA,  BLANCO,,ETCI—IEBERRY ,,,  ETCI—IEBERRY   ,ETCI—IEBERRY,,,,comisión,permiso,,
20402,| — CUARTA,,,PIZARRO CORREA — ,2016-07-13 00:00:00,,  PIZARRO  CORREA — ,PIZARRO,CORREA,—,,comisión,permiso,,
20407,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEBERRY CORREA ,2016-07-18 00:00:00,,  ETCHEBERRY   CORREA ,CHEVESICH,MUÑOZ,,ETCHEBERRY,comisión,,,
20413,CUARTA,  BLANCO |,  CHEVESICH MUÑOZ  10S ABOCADOS ,CHEVESICH MUÑOZ 10S ABOCADOS ,2016-07-19 00:00:00,, ,CHEVESICH,MUÑOZ,10S,ABOCADOS,comisión,,,
20420,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  1OS ABOGADOS ,CHEVESICH MUÑOZ 1OS ABOGADOS PIZARRO CORREA ,2016-07-20 00:00:00,,  PIZARRO  CORREA ,CHEVESICH,MUÑOZ,1OS,ABOGADOS,comisión,,,
20428,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  RODRIGUEZ GOMEZ ,2016-07-21 00:00:00,,  RODRIGUEZ  GOMEZ ,CHEVESICH,MUÑOZ,,RODRIGUEZ,comisión,,,
20444,CUARTA,  BLANCO, SS CHEVESICH MUÑOZ  1OS ABOGADOS ,SS CHEVESICH MUÑOZ 1OS ABOGADOS _RODRIGUEZ ,2016-07-25 00:00:00,,  _RODRIGUEZ   ,SS,CHEVESICH,MUÑOZ,1OS,comisión,,,
20454,CUARTA,,  MUÑOZ  FIISCAL:  ESCOBAR  ,MUÑOZ FIISCAL: ESCOBAR LAGOS ,2016-07-26 00:00:00,,  LAGOS   ,MUÑOZ,FIISCAL:,ESCOBAR,LAGOS,comisión,,,
20465,CUARTA,  BLANCO,  CHEVESICH 1MUÑOZ  CERDA,CHEVESICH 1MUÑOZ CERDA CORREA,2016-07-27 00:00:00,CERDA,   CORREA,CHEVESICH,1MUÑOZ,CERDA,CORREA,,,,
20478,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  MA TUS CORREA | ,2016-07-28 00:00:00,,  MA TUS  CORREA | ,CHEVESICH,MUÑOZ,,MA,comisión,,,
20512,- CUARTA,  BLANCO,  CHEVESICH 1MUÑOZ — LOS ,CHEVESICH 1MUÑOZ — LOS ETCHEBERRY ,2016-07-07 00:00:00,,  ETCHEBERRY   ,CHEVESICH,1MUÑOZ,—,LOS,comisión,,,
20526,CUARTA,  BLANCO,  CHEVESICH  MUÑOZ  MINISTRO ,CHEVESICH MUÑOZ MINISTRO -,2016-07-06 00:00:00,,   -,CHEVESICH,MUÑOZ,MINISTRO,-,comisión,,,
20542,CUARTA,  BLANCO,  CHEVESICH  CERDA  ,CHEVESICH CERDA  QUINTANILLA,2016-07-05 00:00:00,,   QUINTANILLA,CHEVESICH,CERDA,,QUINTANILLA,,,,
20577,CUARTA,  BLANCO |,  CHEVESICH MUÑOZ —  CERDA,CHEVESICH MUÑOZ — CERDA CORREA,2016-07-04 00:00:00,CERDA,   CORREA,CHEVESICH,MUÑOZ,—,CERDA,,,,
20578,CUARTA,,,LAGOS ,2016-08-10 00:00:00,,  LAGOS  ,LAGOS,,,,comisión,feriado,,
20581,CUARTA,,  MUNOZ  MINISTRO SUPLENTE:  ,MUNOZ MINISTRO SUPLENTE: ,2016-08-11 00:00:00,,  ,MUNOZ,MINISTRO,SUPLENTE:,,comisión,feriado,,
20587,CUARTA,,,,2016-08-16 00:00:00,,  ,,,,,comisión,permiso,feriado,
20592,CUARTA,,  MUÑOZ  FISCAL JUDICIAL:  ,MUÑOZ FISCAL JUDICIAL: ,2016-08-17 00:00:00,,  ,MUÑOZ,FISCAL,JUDICIAL:,,comisión,permiso,feriado,
20598,| CUARTA,, SENOM MUÑOZ  MINISTRO SUPLENTE:  ,SENOM MUÑOZ MINISTRO SUPLENTE:  ETCHEBERRY,2016-08-18 00:00:00,,   ETCHEBERRY,SENOM,MUÑOZ,MINISTRO,SUPLENTE:,comisión,feriado,,
20605,CUARTA,,,,2016-08-22 00:00:00,,  ,,,,,comisión,feriado,,
20613,CUARTA,,  MUÑOZ  MINISTRO SUPLENTE:  ,MUÑOZ MINISTRO SUPLENTE: ,2016-08-23 00:00:00,,  ,MUÑOZ,MINISTRO,SUPLENTE:,,comisión,feriado,,
20622,CUARTA,,  MUÑOZ  MINISTRO SUPLENTE:  ,MUÑOZ MINISTRO SUPLENTE: ,2016-08-24 00:00:00,,  ,MUÑOZ,MINISTRO,SUPLENTE:,,comisión,feriado,,
20632,CUARTA,,  MUÑOZ  MINISTRO SUPLENTE:  ,MUÑOZ MINISTRO SUPLENTE: ,2016-08-25 00:00:00,,  ,MUÑOZ,MINISTRO,SUPLENTE:,,comisión,feriado,,
20652,CUARTA,,,,2016-08-29 00:00:00,,  ,,,,,comisión,feriado,,
20664,CUARTA,,,,2016-08-30 00:00:00,,  ,,,,,comisión,feriado,,
20677,CUARTA,,  MUÑOZ  MINISTRO SUPLENTE:  ,MUÑOZ MINISTRO SUPLENTE:  LAGOS,2016-08-31 00:00:00,,   LAGOS,MUÑOZ,MINISTRO,SUPLENTE:,,comisión,feriado,,
20691,CUARTA,,  MUNOZ  MINISTRO SUPLENTE:  ,MUNOZ MINISTRO SUPLENTE: ,2016-08-09 00:00:00,,  ,MUNOZ,MINISTRO,SUPLENTE:,,comisión,feriado,,
20706,CUARTA,,  MUÑOZ  MINISTRO SUPLENTE:  ,MUÑOZ MINISTRO SUPLENTE: MA TUS ,2016-08-08 00:00:00,,  MA TUS  ,MUÑOZ,MINISTRO,SUPLENTE:,MA,comisión,feriado,,
20735,CUARTA,,  MUÑOZ  VALDERRAMA  ,MUÑOZ VALDERRAMA  PIZARRO,2016-08-04 00:00:00,,   PIZARRO,MUÑOZ,VALDERRAMA,,PIZARRO,comisión,feriado,subroga,
20752,CUARTA,,  MUÑOZ  FISCAL:  ESCOBAR  ,MUÑOZ FISCAL: ESCOBAR PIZARRO ,2016-08-03 00:00:00,,  PIZARRO   ,MUÑOZ,FISCAL:,ESCOBAR,PIZARRO,comisión,feriado,,
20770,CUARTA,,  MUÑOZ  MINISTRO SUPLENTE:  ,MUÑOZ MINISTRO SUPLENTE: ,2016-08-02 00:00:00,, ,MUÑOZ,MINISTRO,SUPLENTE:,,comisión,feriado,,
20789,CUARTA,,  MUÑOZ  VALDERRAMA  LOS ,MUÑOZ VALDERRAMA LOS QUINTANILLA ,2016-08-01 00:00:00,,  QUINTANILLA  ,MUÑOZ,VALDERRAMA,LOS,QUINTANILLA,comisión,feriado,,
20792,CUARTA,  BLANCO,  CHEVESICH MUÑOZ SRÑOR CERDA ,CHEVESICH MUÑOZ SRÑOR CERDA ETCHEBERRY,2016-09-12 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,SRÑOR,CERDA,,,,
20795,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA PIZARRO,,,   PIZARRO,CHEVESICH,MUÑOZ,CERDA,PIZARRO,,,,
20799,CUARTA,  BLANCO |,  CHEVESICH MUÑOZ SEOR CERDA ,CHEVESICH MUÑOZ SEOR CERDA FIGUEROA,2016-09-14 00:00:00,,   FIGUEROA,CHEVESICH,MUÑOZ,SEOR,CERDA,,,,
20804,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS GOMEZ PRADO ,2016-09-15 00:00:00,,  GOMEZ  PRADO ,CHEVESICH,CERDA,LOS,GOMEZ,comisión,,,
20810,CUARTA,  FUENTES,  BLANCO  MUÑOZ  .OS ABOGADOS ,BLANCO MUÑOZ .OS ABOGADOS LAGOS ETCHEBERRY ,2016-09-20 00:00:00,,  LAGOS   ETCHEBERRY ,BLANCO,MUÑOZ,.OS,ABOGADOS,comisión,permiso,,
20817,CUARTA,  BLANCO,  MUNOZ VALDERRAMA  ,MUNOZ VALDERRAMA  ETCHEBERRY,2016-09-21 00:00:00,,   ETCHEBERRY,MUNOZ,VALDERRAMA,,ETCHEBERRY,comisión,permiso,,
20837,CUARTA,  BLANCO,  CHEVESICH  DAHM  RLOS ,CHEVESICH DAHM RLOS LAGOS CORREA ,2016-09-26 00:00:00,,  LAGOS  CORREA ,CHEVESICH,DAHM,RLOS,LAGOS,comisión,,,
20846,CUARTA, A CHEVESICH,  MUNO_Z  VALDERRAMA  LOS ,MUNO_Z VALDERRAMA LOS PIZARRO ,2016-09-27 00:00:00,,  PIZARRO  ,MUNO_Z,VALDERRAMA,LOS,PIZARRO,comisión,,,
20857,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  1OS ABOGADOS ,CHEVESICH MUÑOZ 1OS ABOGADOS QUINTANILLA CORREA ,2016-09-28 00:00:00,,  QUINTANILLA  CORREA ,CHEVESICH,MUÑOZ,1OS,ABOGADOS,comisión,,,
20887,CUARTA, A SANDOVAL,  CHEVESICH  ARANGUIZ  LOS ,CHEVESICH ARANGUIZ LOS LAGOS FIGUEROA ,2016-09-08 00:00:00,,  LAGOS  FIGUEROA ,CHEVESICH,ARANGUIZ,LOS,LAGOS,comisión,,,
20899,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  1OS ABOGADOS ,CHEVESICH MUÑOZ 1OS ABOGADOS PIZARRO CORREA ,2016-09-07 00:00:00,,  PIZARRO  CORREA ,CHEVESICH,MUÑOZ,1OS,ABOGADOS,comisión,,,
20912,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  PIZARRO LAGOS ,2016-09-06 00:00:00,,  PIZARRO  LAGOS ,CHEVESICH,MUÑOZ,,PIZARRO,comisión,,,
20926,CUARTA,  BLANCO,  CHEVESICH MUÑOZ ER FISCAL JUDICIAL:  ESCOBAR,CHEVESICH MUÑOZ ER FISCAL JUDICIAL: ESCOBAR ,2016-09-05 00:00:00,JUDICIAL: SEÑOR ESCOBAR,  ,CHEVESICH,MUÑOZ,ER,FISCAL,comisión,,,
20954,CUARTA,  BLANCO,  CHEVESICH  VALDERRAMA  ,CHEVESICH VALDERRAMA ETCHEBERRY SEEÑOR ,2016-10-11 00:00:00,,  ETCHEBERRY  SEEÑOR ,CHEVESICH,VALDERRAMA,ETCHEBERRY,SEEÑOR,comisión,feriado,,
20957,CUARTA,  BLANCO,  CHEVESICH  VALDERRAMA  ,CHEVESICH VALDERRAMA MA TUS PIZARRO ,2016-10-12 00:00:00,,  MA TUS  PIZARRO ,CHEVESICH,VALDERRAMA,MA,TUS,comisión,feriado,,
20961,CUARTA,  BLANCO,  CHEVESICH  VALDERRAMA  ,CHEVESICH VALDERRAMA PIZARRO SSEÑOORA ,2016-10-13 00:00:00,,  PIZARRO  SSEÑOORA ,CHEVESICH,VALDERRAMA,PIZARRO,SSEÑOORA,comisión,feriado,,
20966,CUARTA, A CHEVESICHI,  MUÑOZ  CERDA   ,MUÑOZ CERDA  PIZARRO LAGOS ,2016-10-17 00:00:00,,  PIZARRO  LAGOS ,MUÑOZ,CERDA,,PIZARRO,comisión,,,
20972,CUARTA, A CHEVESICH,  MUÑOZ  CERDA   ,MUÑOZ CERDA  QUINTANILLA MATUS ,2016-10-18 00:00:00,,  QUINTANILLA  MATUS ,MUÑOZ,CERDA,,QUINTANILLA,comisión,,,
20979,CUARTA, A CHEVESICH,  MUNOZ  CERDA   ,MUNOZ CERDA  RODRIGUEZ — ,2016-10-19 00:00:00,,  RODRIGUEZ  —  ,MUNOZ,CERDA,,RODRIGUEZ,comisión,,,
20987,CUARTA, A CHEVESICH *,  MUÑOZ  CERDA   ,MUÑOZ CERDA  PIZARRO ETCHEBERRY ,2016-10-20 00:00:00,,  PIZARRO   ETCHEBERRY ,MUÑOZ,CERDA,,PIZARRO,comisión,,,
21003,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEBERRY CORREA ,2016-10-24 00:00:00,,  ETCHEBERRY   CORREA ,CHEVESICH,MUÑOZ,,ETCHEBERRY,comisión,,,
21013,CUARTA,  BLANCO |,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  RODRIGUEZ FIGUEROA ,2016-10-25 00:00:00,,  RODRIGUEZ  FIGUEROA ,CHEVESICH,MUÑOZ,,RODRIGUEZ,comisión,,,
21023,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  1OS ABOGADOS ,CHEVESICH MUÑOZ 1OS ABOGADOS ETCHEBERRY CORREA ,2016-10-26 00:00:00,,  ETCHEBERRY   CORREA ,CHEVESICH,MUÑOZ,1OS,ABOGADOS,comisión,,,
21036,CUARTA,  BLANCO,  ARANGUIZ  MUÑOZ  LOS ,ARANGUIZ MUÑOZ LOS LAGOS RA ,2016-10-27 00:00:00,,  LAGOS  RA ,ARANGUIZ,MUÑOZ,LOS,LAGOS,comisión,,,
21073,CUARTA,  FUENTES,  BLANCO  MUÑOZ   ,BLANCO MUÑOZ  MA TUS CORREA ,2016-10-05 00:00:00,,  MA TUS  CORREA ,BLANCO,MUÑOZ,,MA,comisión,,,
21088,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEVERRY FIGUEROA ,2016-10-04 00:00:00,,  ETCHEVERRY   FIGUEROA ,CHEVESICH,MUÑOZ,,ETCHEVERRY,comisión,,,
21103,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  MATUS CORREA ,2016-10-03 00:00:00,,  MATUS  CORREA ,CHEVESICH,MUÑOZ,,MATUS,comisión,,,
21106,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  ,CHEVESICH MUÑOZ  ETCHEBERRY,2016-11-10 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,,ETCHEBERRY,,,,
21108,CUARTA,  BLANCO,  CHEVESICH =  DAHM  TLOS ,CHEVESICH = DAHM TLOS LAGOS CORREA ,2016-11-14 00:00:00,,  LAGOS  CORREA ,CHEVESICH,=,DAHM,TLOS,comisión,feriado,,
21112,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  TLOS ,CHEVESICH MUÑOZ TLOS MATUS GÓMEZ ,,,  MATUS  GÓMEZ ,CHEVESICH,MUÑOZ,TLOS,MATUS,feriado,,,
21118,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  TLOS ,CHEVESICH MUÑOZ TLOS QUINTANILLA — ,2016-11-16 00:00:00,,  QUINTANILLA —  ,CHEVESICH,MUÑOZ,TLOS,QUINTANILLA,feriado,,,
21123,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  ROS ,CHEVESICH MUÑOZ ROS QUINTANILLA — ,2016-11-17 00:00:00,,  QUINTANILLA —  ,CHEVESICH,MUÑOZ,ROS,QUINTANILLA,feriado,,,
21135,CUARTA,  BLANCO,  CHEVESICH FISCAL JUDICIAL ,CHEVESICH FISCAL JUDICIAL ,2016-11-22 00:00:00,, ,CHEVESICH,FISCAL,JUDICIAL,,permiso,feriado,,
21143,CUARTA,  BLANCO,  CHEVESICH FISCAL JUDICIAL ,CHEVESICH FISCAL JUDICIAL ,2016-11-23 00:00:00,, ,CHEVESICH,FISCAL,JUDICIAL,,comisión,,,
21152,CUARTA,  BLANCO,  CHEVESICH  ARÁNGUIZ  1OS ,CHEVESICH ARÁNGUIZ 1OS PIZARRO ,2016-11-24 00:00:00,,  PIZARRO   ,CHEVESICH,ARÁNGUIZ,1OS,PIZARRO,comisión,feriado,,
21170,CUARTA,  BRITO,  BLANCO SAS CHEVESICH ,BLANCO SAS CHEVESICH ,2016-11-28 00:00:00,, ,BLANCO,SAS,CHEVESICH,,,,,
21182,CUARTA,  BLANCO,  CHEVESICH 1MUÑOZ *  ,CHEVESICH 1MUÑOZ *  ETCHEBERRY,2016-11-29 00:00:00,,   ETCHEBERRY,CHEVESICH,1MUÑOZ,*,,,,,
21194,CUARTA,  BLANCO,  CHEVESICH HMUÑOZ —  ,CHEVESICH HMUÑOZ —  ETCHEBERRY,2016-11-30 00:00:00,,   ETCHEBERRY,CHEVESICH,HMUÑOZ,—,,,,,
21207,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA,CHEVESICH MUÑOZ CERDA LAGOS,2016-11-09 00:00:00,CERDA,   LAGOS,CHEVESICH,MUÑOZ,CERDA,LAGOS,,,,
21221,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  0S ABOGADOS ,CHEVESICH MUÑOZ 0S ABOGADOS PIZARRO CORREA ,2016-11-08 00:00:00,,  PIZARRO  CORREA ,CHEVESICH,MUÑOZ,0S,ABOGADOS,subroga,,,
21237,CUARTA," A CHEVESICH,",  MUÑOZ  CERDA   ,MUÑOZ CERDA  PIZARRO LAGOS ,2016-11-07 00:00:00,,  PIZARRO  LAGOS ,MUÑOZ,CERDA,,PIZARRO,permiso,,,
21266,CUARTA,  BLANCO -,  CHEVESICH MUÑOZ  CERDA,CHEVESICH MUÑOZ CERDA CORREA,2016-11-03 00:00:00,CERDA,   CORREA,CHEVESICH,MUÑOZ,CERDA,CORREA,,,,
21283,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS CORREA PRADO ,2016-11-02 00:00:00,,  CORREA  PRADO ,CHEVESICH,CERDA,LOS,CORREA,comisión,,,
21286,CUARTA,,  CERDA DAHM   ,CERDA DAHM  QUINTANILLA CORREA ,2016-12-12 00:00:00,,  QUINTANILLA  CORREA ,CERDA,DAHM,,QUINTANILLA,,,,
21289,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS QUINTANILLA ,2016-12-13 00:00:00,,  QUINTANILLA  ,CHEVESICH,CERDA,LOS,QUINTANILLA,permiso,,,
21293,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS QUINTANILLA LAGOS ,2016-12-14 00:00:00,,  QUINTANILLA  LAGOS ,CHEVESICH,CERDA,LOS,QUINTANILLA,permiso,,,
21298,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  RODRIGUEZ CORREA ,2016-12-15 00:00:00,,  RODRIGUEZ  CORREA ,MUÑOZ,CERDA,,RODRIGUEZ,permiso,,,
21308,CUARTA,  BLANCO,  CHEVESICH MUÑOZ —  ,CHEVESICH MUÑOZ — ,2016-12-19 00:00:00,, ,CHEVESICH,MUÑOZ,—,,,,,
21316,CUARTA,  BLANCO,  CHEVESICH MUÑOZ “  CERDA,CHEVESICH MUÑOZ “ CERDA PIZARRO,2016-12-20 00:00:00,CERDA,   PIZARRO,CHEVESICH,MUÑOZ,“,CERDA,,,,
21323,CUARTA,  BLANCO,   CHEVESICH MUÑOZ —  CERDA,CHEVESICH MUÑOZ — CERDA PIZARRO,2016-12-21 00:00:00,CERDA,   PIZARRO,CHEVESICH,MUÑOZ,—,CERDA,,,,
21332,CUARTA,  BLANCO,  CHEVESICH MUÑOZ —  CERDA,CHEVESICH MUÑOZ — CERDA FIGUEROA,2016-12-22 00:00:00,CERDA,   FIGUEROA,CHEVESICH,MUÑOZ,—,CERDA,,,,
21342,CUARTA,  BLANCO,  CHEVESICH MUÑOZ —  ,CHEVESICH MUÑOZ — ,2016-12-26 00:00:00,,  ,CHEVESICH,MUÑOZ,—,,,,,
21354,CUARTA,  BLANCO,  CHEVESICH MUÑOZ —  CERDA,CHEVESICH MUÑOZ — CERDA PIZARRO,,CERDA,   PIZARRO,CHEVESICH,MUÑOZ,—,CERDA,,,,
21379,CUARTA,  BLANCO,  CHEVESICH MUÑOZ ER MIINISTRO ,CHEVESICH MUÑOZ ER MIINISTRO ,2016-12-28 00:00:00,, ,CHEVESICH,MUÑOZ,ER,MIINISTRO,subroga,,,
21390,CUARTA,  BLANCO,   CHEVESICH MUÑOZ “ SEÑOOR CERDA,CHEVESICH MUÑOZ “ SEÑOOR CERDA CORREA,2016-12-29 00:00:00,CERDA,   CORREA,CHEVESICH,MUÑOZ,“,SEÑOOR,,,,
21415,CUARTA,  BLANCO,  MUÑOZ  CERDA   ,MUÑOZ CERDA  ETCHEBERR CORREA ,2016-12-06 00:00:00,,  ETCHEBERR    CORREA ,MUÑOZ,CERDA,,ETCHEBERR,permiso,,,
21445,CUARTA,  BLANCO,  MUÑOZ  CERDA   ,MUÑOZ CERDA TCHEBERRY CORREA ,2016-12-05 00:00:00,,   TCHEBERRY   CORREA ,MUÑOZ,CERDA,TCHEBERRY,CORREA,permiso,,,
21448,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA QUINTANILLA,2017-01-10 00:00:00,,   QUINTANILLA,CHEVESICH,MUÑOZ,CERDA,QUINTANILLA,,,,
21451,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA LAGOS,2017-01-11 00:00:00,,   LAGOS,CHEVESICH,MUÑOZ,CERDA,LAGOS,,,,
21455,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA  TCHEBERRY,2017-01-12 00:00:00,,    TCHEBERRY,CHEVESICH,MUÑOZ,CERDA,,,,,
21463,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  1OS ABOGADOS ,CHEVESICH MUÑOZ 1OS ABOGADOS LAGOS GOMEZ ,2017-01-16 00:00:00,,  LAGOS  GOMEZ ,CHEVESICH,MUÑOZ,1OS,ABOGADOS,subroga,,,
21469,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEBERRY CORREA ,2017-01-17 00:00:00,,  ETCHEBERRY   CORREA ,CHEVESICH,MUÑOZ,,ETCHEBERRY,subroga,,,
21477,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA CORREA,2017-01-18 00:00:00,,   CORREA,CHEVESICH,MUÑOZ,CERDA,CORREA,,,,
21485,CUARTA,  BLANCO,  MUÑOZ  CERDA   ,MUÑOZ CERDA  RODRIGUEZ CORREA ,2017-01-19 00:00:00,,  RODRIGUEZ  CORREA ,MUÑOZ,CERDA,,RODRIGUEZ,permiso,,,
21501,CUARTA,  BLANCO,  CHEVESICH  CERDA  LOS ,CHEVESICH CERDA LOS RODRIGUEZ ,2017-01-23 00:00:00,,  RODRIGUEZ   ,CHEVESICH,CERDA,LOS,RODRIGUEZ,permiso,,,
21511,CUARTA,,  CERDA  FISCAL SUBROGANTE:  SAEZ ,CERDA FISCAL SUBROGANTE: SAEZ RODRIGUEZ RRA ,2017-01-24 00:00:00,,  RODRIGUEZ  RRA ,CERDA,FISCAL,SUBROGANTE:,SAEZ,licencia,permiso,,
21535,CUARTA,,  MUÑOZ  CERDA  1OS ABOGADOS ,MUÑOZ CERDA 1OS ABOGADOS RODRIGUEZ ,2017-01-26 00:00:00,,  RODRIGUEZ   ,MUÑOZ,CERDA,1OS,ABOGADOS,licencia,,,
21588,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA QUINTANILLA,2017-01-09 00:00:00,,   QUINTANILLA,CHEVESICH,MUÑOZ,CERDA,QUINTANILLA,,,,
21615,CUARTA,  BLANCO,  CHEVESICHI  FISCAL SUBROGANTE: ,CHEVESICHI FISCAL SUBROGANTE: LAGOS ,2017-01-05 00:00:00,,  LAGOS  ,CHEVESICHI,FISCAL,SUBROGANTE:,LAGOS,,,,
21630,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  QUINTANILLA PIZARRO ,2017-01-04 00:00:00,,  QUINTANILLA  PIZARRO ,CHEVESICH,MUÑOZ,,QUINTANILLA,subroga,,,
21646,CUARTA,  BLANCO,   CHEVESICH MUÑOZ '  ,CHEVESICH MUÑOZ ' ,2017-01-03 00:00:00,,  ,CHEVESICH,MUÑOZ,',,,,,
21649,CUARTA,,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA QUINTANILLA,2017-03-13 00:00:00,,   QUINTANILLA,CHEVESICH,MUÑOZ,CERDA,QUINTANILLA,,,,
21652,CUARTA,,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA SE1<ÍORA ETCHEBERRY,2017-03-14 00:00:00,,  SE1<ÍORA ETCHEBERRY,CHEVESICH,MUÑOZ,CERDA,SE1<ÍORA,,,,
21656,CUARTA,,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA CORREA,2017-03-15 00:00:00,,   CORREA,CHEVESICH,MUÑOZ,CERDA,CORREA,,,,
21662,CUARTA,,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA CORREA,2017-03-16 00:00:00,,   CORREA,CHEVESICH,MUÑOZ,CERDA,CORREA,,,,
21671,CUARTA,,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA PIZARRO,2017-03-20 00:00:00,,   PIZARRO,CHEVESICH,MUÑOZ,CERDA,PIZARRO,,,,
21678,CUARTA,,  MUÑOZ  CERDA   ,MUÑOZ CERDA  PIZARRO CORREA ,2017-03-21 00:00:00,,  PIZARRO  CORREA ,MUÑOZ,CERDA,,PIZARRO,permiso,,,
21687,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA CORREA,2017-03-22 00:00:00,,   CORREA,CHEVESICH,MUÑOZ,CERDA,CORREA,,,,
21696,| CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA RODRIGUEZ,2017-03-23 00:00:00,,   RODRIGUEZ,CHEVESICH,MUÑOZ,CERDA,RODRIGUEZ,,,,
21717,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  CERDA ,CHEVESICH MUÑOZ CERDA ETCHEBERRY,2017-03-27 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,CERDA,ETCHEBERRY,,,,
